#Instance: 
100 360 50 1.0
1 2 91.000000 133.000000
1 11 97.000000 280.000000
2 1 95.000000 99.000000
2 3 82.000000 135.000000
2 12 92.000000 147.000000
3 2 85.000000 349.000000
3 4 95.000000 412.000000
3 13 97.000000 286.000000
4 3 93.000000 172.000000
4 5 83.000000 139.000000
4 14 85.000000 189.000000
5 4 99.000000 138.000000
5 6 87.000000 107.000000
5 15 80.000000 124.000000
6 5 85.000000 479.000000
6 7 98.000000 308.000000
6 16 88.000000 251.000000
7 6 93.000000 439.000000
7 8 84.000000 421.000000
7 17 85.000000 220.000000
8 7 81.000000 346.000000
8 9 96.000000 154.000000
8 18 96.000000 280.000000
9 8 88.000000 278.000000
9 10 87.000000 191.000000
9 19 98.000000 382.000000
10 9 84.000000 206.000000
10 20 97.000000 415.000000
11 1 100.000000 265.000000
11 12 83.000000 279.000000
11 21 99.000000 213.000000
12 2 94.000000 410.000000
12 11 88.000000 149.000000
12 13 86.000000 394.000000
12 22 96.000000 300.000000
13 3 83.000000 297.000000
13 12 98.000000 373.000000
13 14 85.000000 447.000000
13 23 93.000000 229.000000
14 4 86.000000 264.000000
14 13 93.000000 297.000000
14 15 94.000000 378.000000
14 24 82.000000 261.000000
15 5 96.000000 379.000000
15 14 91.000000 435.000000
15 16 88.000000 147.000000
15 25 92.000000 374.000000
16 6 98.000000 316.000000
16 15 83.000000 246.000000
16 17 82.000000 329.000000
16 26 88.000000 469.000000
17 7 94.000000 253.000000
17 16 96.000000 179.000000
17 18 94.000000 191.000000
17 27 80.000000 278.000000
18 8 94.000000 278.000000
18 17 86.000000 224.000000
18 19 100.000000 486.000000
18 28 100.000000 288.000000
19 9 94.000000 293.000000
19 18 82.000000 139.000000
19 20 89.000000 448.000000
19 29 98.000000 393.000000
20 10 88.000000 166.000000
20 19 100.000000 402.000000
20 30 89.000000 241.000000
21 11 81.000000 381.000000
21 22 92.000000 93.000000
21 31 98.000000 267.000000
22 12 92.000000 324.000000
22 21 92.000000 181.000000
22 23 92.000000 128.000000
22 32 96.000000 371.000000
23 13 94.000000 200.000000
23 22 99.000000 371.000000
23 24 97.000000 466.000000
23 33 97.000000 275.000000
24 14 92.000000 400.000000
24 23 89.000000 458.000000
24 25 95.000000 206.000000
24 34 82.000000 368.000000
25 15 84.000000 186.000000
25 24 89.000000 259.000000
25 26 99.000000 190.000000
25 35 96.000000 142.000000
26 16 81.000000 409.000000
26 25 94.000000 276.000000
26 27 94.000000 459.000000
26 36 95.000000 252.000000
27 17 80.000000 402.000000
27 26 81.000000 387.000000
27 28 95.000000 299.000000
27 37 94.000000 367.000000
28 18 95.000000 371.000000
28 27 81.000000 368.000000
28 29 88.000000 235.000000
28 38 81.000000 233.000000
29 19 94.000000 134.000000
29 28 80.000000 351.000000
29 30 98.000000 335.000000
29 39 94.000000 363.000000
30 20 80.000000 480.000000
30 29 86.000000 334.000000
30 40 95.000000 191.000000
31 21 82.000000 146.000000
31 32 98.000000 412.000000
31 41 85.000000 463.000000
32 22 81.000000 137.000000
32 31 95.000000 218.000000
32 33 86.000000 129.000000
32 42 91.000000 380.000000
33 23 93.000000 261.000000
33 32 87.000000 479.000000
33 34 96.000000 216.000000
33 43 99.000000 170.000000
34 24 99.000000 389.000000
34 33 89.000000 189.000000
34 35 98.000000 99.000000
34 44 93.000000 408.000000
35 25 87.000000 378.000000
35 34 91.000000 347.000000
35 36 83.000000 234.000000
35 45 85.000000 217.000000
36 26 96.000000 315.000000
36 35 97.000000 358.000000
